timestamp,elapsed_s,pressure_MPa,temperature_C,setpoint_MPa,state,valve_pct,solenoid_pwm_pct
2026-04-01T14:21:01.496,12.45,0.3367,45.223,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:01.597,12.55,0.3342,44.772,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:01.699,12.66,0.3368,44.762,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:01.800,12.75,0.3384,45.228,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:01.902,12.86,0.3430,45.765,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:02.003,12.95,0.3384,46.103,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:02.103,13.05,0.3462,46.272,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:02.204,13.16,0.3496,46.419,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:02.306,13.25,0.3494,46.721,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:02.407,13.36,0.3551,46.920,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:02.507,13.45,0.3602,47.329,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:02.607,13.56,0.3564,47.538,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:02.708,13.66,0.3651,47.676,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:02.809,13.77,0.3639,47.499,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:02.910,13.86,0.3673,47.623,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:03.010,13.97,0.3653,47.382,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:03.111,14.06,0.3605,47.557,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:03.211,14.16,0.3552,46.893,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:03.312,14.27,0.3573,47.432,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:03.413,14.36,0.3544,47.399,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:03.513,14.47,0.3484,47.524,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:03.614,14.56,0.3393,47.288,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:03.714,14.67,0.3350,46.844,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:03.815,14.77,0.3396,47.324,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:03.915,14.86,0.3403,47.984,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:04.016,14.97,0.3336,48.303,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:04.116,15.06,0.3300,48.609,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:04.219,15.17,0.3315,48.625,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:04.320,15.27,0.3420,48.791,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:04.421,15.38,0.3438,49.211,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:04.521,15.47,0.3510,49.204,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:04.622,15.58,0.3522,49.415,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:04.722,15.67,0.3518,49.388,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:04.823,15.78,0.3570,49.682,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:04.924,15.88,0.3640,50.212,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:05.024,15.97,0.3612,49.877,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:05.125,16.08,0.3601,50.349,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:05.226,16.17,0.3537,50.774,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:05.326,16.28,0.3494,51.003,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:05.426,16.38,0.3539,51.231,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:05.527,16.48,0.3552,51.755,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:05.627,16.58,0.3560,51.698,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:05.728,16.67,0.3545,52.101,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:05.830,16.78,0.3550,52.364,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:05.931,16.88,0.3608,51.956,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:06.032,16.98,0.3591,52.077,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:06.132,17.08,0.3504,52.406,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:06.233,17.19,0.3487,53.181,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:06.333,17.28,0.3559,53.145,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:06.434,17.39,0.3536,53.741,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:06.535,17.48,0.3491,54.004,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:06.635,17.59,0.3410,53.626,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:06.736,17.69,0.3368,53.403,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:06.836,17.78,0.3348,53.415,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:06.936,17.89,0.3321,53.739,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:07.037,17.98,0.3315,54.171,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:07.138,18.09,0.3315,54.058,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:07.238,18.19,0.3300,54.276,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:07.339,18.30,0.3300,54.486,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:07.439,18.39,0.3300,54.430,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:07.540,18.48,0.3317,55.070,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:07.640,18.59,0.3300,55.585,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:07.741,18.69,0.3300,56.383,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:07.842,18.80,0.3385,56.738,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:07.942,18.89,0.3429,56.685,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:08.043,19.00,0.3400,56.995,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:08.144,19.09,0.3437,56.745,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:08.244,19.19,0.3300,56.452,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:08.344,19.30,0.3300,56.442,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:08.445,19.39,0.3360,56.740,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:08.545,19.50,0.3300,56.663,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:08.646,19.59,0.3300,56.598,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:08.746,19.70,0.3300,56.656,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:08.847,19.80,0.3300,57.089,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:08.947,19.91,0.3404,57.299,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:09.048,20.00,0.3447,57.638,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:09.149,20.09,0.3447,57.447,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:09.249,20.20,0.3455,57.713,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:09.349,20.30,0.3427,57.814,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:09.450,20.41,0.3422,58.073,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:09.550,20.50,0.3385,58.185,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:09.651,20.61,0.3458,58.321,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:09.754,20.70,0.3528,58.518,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:09.855,20.81,0.3471,58.492,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:09.955,20.91,0.3453,58.515,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:10.056,21.00,0.3468,58.687,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:10.156,21.11,0.3389,58.843,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:10.256,21.20,0.3358,59.038,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:10.357,21.31,0.3355,59.047,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:10.457,21.41,0.3411,58.983,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:10.558,21.52,0.3490,59.174,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:10.658,21.61,0.3434,59.196,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:10.759,21.70,0.3462,59.214,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:10.860,21.81,0.3491,59.244,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:10.961,21.91,0.3460,59.251,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:11.062,22.02,0.3490,59.237,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:11.163,22.11,0.3510,59.217,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:11.263,22.22,0.3456,59.306,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:11.364,22.31,0.3522,59.318,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:11.465,22.42,0.3528,59.308,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:11.565,22.52,0.3527,59.380,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:11.666,22.61,0.3496,59.420,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:11.766,22.72,0.3471,59.381,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:11.866,22.81,0.3552,59.341,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:11.967,22.92,0.3579,59.372,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:12.068,23.02,0.3667,59.423,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:12.168,23.12,0.3635,59.431,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:12.270,23.22,0.3666,59.418,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:12.371,23.33,0.3728,59.424,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:12.472,23.42,0.3705,59.443,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:12.573,23.53,0.3749,59.395,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:12.673,23.62,0.3747,59.462,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:12.774,23.72,0.3788,59.491,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:12.874,23.83,0.3743,59.484,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:12.975,23.92,0.3752,59.460,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:13.075,24.03,0.3710,59.458,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:13.175,24.12,0.3695,59.488,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:13.276,24.23,0.3646,59.516,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:13.376,24.33,0.3691,59.509,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:13.477,24.42,0.3681,59.518,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:13.578,24.53,0.3734,59.532,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:13.678,24.62,0.3823,59.525,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:13.778,24.73,0.3804,59.511,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:13.879,24.83,0.3744,59.522,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:13.980,24.94,0.3680,59.518,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:14.080,25.03,0.3784,59.537,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:14.181,25.12,0.3803,59.579,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:14.281,25.23,0.3779,59.571,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:14.381,25.33,0.3819,59.579,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:14.482,25.44,0.3903,59.579,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:14.582,25.53,0.3894,59.620,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:14.684,25.64,0.3900,59.630,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:14.786,25.73,0.3877,59.654,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:14.888,25.84,0.3765,59.660,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:14.990,25.94,0.3704,59.665,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:15.093,26.05,0.3799,59.634,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:15.194,26.14,0.3827,59.650,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:15.294,26.25,0.3857,59.660,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:15.394,26.34,0.3756,59.659,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:15.495,26.45,0.3764,59.684,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:15.595,26.55,0.3783,59.706,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:15.696,26.64,0.3812,59.715,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:15.797,26.75,0.3791,59.705,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:15.897,26.84,0.3778,59.714,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:15.998,26.95,0.3720,59.699,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:16.098,27.05,0.3772,59.714,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:16.199,27.16,0.3850,59.696,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:16.299,27.25,0.3882,59.698,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:16.400,27.34,0.3776,59.716,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:16.500,27.45,0.3799,59.756,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:16.601,27.55,0.3766,59.741,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:16.701,27.66,0.3792,59.756,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:16.802,27.75,0.3789,59.729,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:16.902,27.86,0.3753,59.722,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:17.003,27.95,0.3716,59.710,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:17.103,28.05,0.3660,59.720,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:17.203,28.16,0.3639,59.717,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:17.304,28.25,0.3638,59.732,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:17.405,28.36,0.3513,59.732,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:17.505,28.45,0.3421,59.742,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:17.606,28.56,0.3324,59.755,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:17.706,28.66,0.3315,59.748,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:17.807,28.77,0.3300,59.750,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:17.908,28.86,0.3300,59.729,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:18.008,28.95,0.3342,59.721,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:18.109,29.06,0.3360,59.723,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:18.209,29.16,0.3338,59.709,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:18.309,29.27,0.3300,59.712,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:18.410,29.36,0.3343,59.738,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:18.510,29.47,0.3355,59.710,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:18.611,29.56,0.3300,59.717,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:18.711,29.66,0.3315,59.748,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:18.811,29.77,0.3353,59.753,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:18.912,29.86,0.3300,59.756,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:19.013,29.97,0.3304,59.760,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:19.113,30.06,0.3300,59.754,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:19.214,30.17,0.3300,59.775,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:19.315,30.27,0.3300,59.751,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:19.418,30.38,0.3350,59.767,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:19.519,30.47,0.3311,59.767,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:19.619,30.56,0.3300,59.767,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:19.720,30.67,0.3300,59.795,0.0000,IDLE,0.0,0.0
2026-04-01T14:21:19.820,30.77,0.3385,59.780,0.0000,IDLE,0.0,0.0
